./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_10_03~1.png, Predicted: Negative, Confidence: 99.99%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_10_13~2.png, Predicted: Negative, Confidence: 99.99%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_10_23~2.png, Predicted: Negative, Confidence: 99.99%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_10_38~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_11_08~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_11_18~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_11_33~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_11_53~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_12_08~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_12_38~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_13_03~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_13_53~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_14_03~2.png, Predicted: Negative, Confidence: 89.97%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_14_08~1.png, Predicted: Negative, Confidence: 99.44%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_14_28~1.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_14_43~2.png, Predicted: Negative, Confidence: 100.00%
./temp/eastern_grey_tree_frog_v2_mixed\250619_0503_22_15_08~1.png, Predicted: Negative, Confidence: 100.00%
